timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1714002331791,192,List Products with different page,200,,Linear - 50 4-47,text,true,,102963,235,4,4,66,0,0
1714002331761,266,List Products with different page,200,,Linear - 50 4-49,text,true,,151113,235,4,4,63,0,0
1714002331983,83,Add Product to Cart,200,,Linear - 50 4-47,text,true,,9792,213,4,4,83,0,0
1714002331833,251,List Products with different page,200,,Linear - 50 4-48,text,true,,123956,235,4,4,70,0,0
1714002332028,103,Add Product to Cart,200,,Linear - 50 4-49,text,true,,9792,213,4,4,103,0,0
1714002332066,85,Add Product 2 to Cart,200,,Linear - 50 4-47,text,true,,9792,213,4,4,85,0,0
1714002332084,108,Add Product to Cart,200,,Linear - 50 4-48,text,true,,9792,213,4,4,108,0,0
1714002331941,252,List Products,200,,Linear - 50 4-50,text,true,,97994,235,4,4,61,0,0
1714002332131,110,Add Product 2 to Cart,200,,Linear - 50 4-49,text,true,,9792,213,4,4,110,0,0
1714002332151,99,Logout,200,,Linear - 50 4-47,text,true,,9118,209,4,4,99,0,0
1714002332192,108,Add Product 2 to Cart,200,,Linear - 50 4-48,text,true,,9792,213,4,4,107,0,0
1714002332241,92,Logout,200,,Linear - 50 4-49,text,true,,9118,209,4,4,92,0,0
1714002332250,83,Home,200,,Linear - 50 4-47,text,true,,9118,209,4,4,83,0,32
1714002332193,222,Look at Product,200,,Linear - 50 4-50,text,true,,104835,222,4,4,81,0,0
1714002332333,91,Home,200,,Linear - 50 4-49,text,true,,9118,209,4,4,91,0,39
1714002332300,127,Logout,200,,Linear - 50 4-48,text,true,,9118,209,4,4,127,0,0
1714002332333,132,Login,200,,Linear - 50 4-47,text,true,,9118,209,4,4,132,0,0
1714002332424,118,Login,200,,Linear - 50 4-49,text,true,,9118,209,4,4,118,0,0
1714002332427,116,Home,200,,Linear - 50 4-48,text,true,,9118,209,4,4,116,0,38
